client_id	round	local_train_ms	encode_gradient_ms	prove_ms	proof_size_bytes	sign_ms	signature_size_bytes
45	0	9.016	0.065	27.340	45	0.333	3309
46	0	11.387	0.188	19.125	45	0.433	3309
47	0	9.671	0.147	21.241	45	0.342	3309
48	0	10.187	0.188	19.792	45	0.448	3309
49	0	8.669	0.040	17.415	45	0.403	3309
50	0	9.632	0.087	19.204	45	0.382	3309
51	0	10.567	0.041	17.473	45	0.202	3309
52	0	10.606	0.055	23.251	45	0.433	3309
53	0	10.216	0.071	12.812	45	0.331	3309
54	0	6.098	0.025	15.116	45	0.228	3309
55	0	5.785	0.081	15.808	45	0.606	3309
56	0	5.626	0.073	14.266	45	0.414	3309
57	0	8.534	0.049	16.774	45	0.353	3309
58	0	9.001	0.055	16.543	45	0.242	3309
59	0	7.882	0.058	15.839	45	0.266	3309
60	0	5.853	0.044	22.187	45	0.342	3309
61	0	7.028	0.051	14.472	45	0.361	3309
62	0	8.668	0.051	14.758	45	0.303	3309
63	0	7.606	0.038	15.448	45	0.305	3309
64	0	9.587	0.100	13.998	45	0.400	3309
65	0	6.752	0.040	17.086	45	0.243	3309
66	0	7.730	0.060	16.619	45	0.325	3309
67	0	5.826	0.038	15.643	45	0.255	3309
68	0	10.739	0.043	15.489	45	0.236	3309
69	0	5.888	0.067	13.491	45	0.263	3309
70	0	6.437	0.095	14.447	45	0.156	3309
71	0	7.742	0.032	13.461	45	0.293	3309
72	0	6.409	0.044	17.469	45	0.444	3309
73	0	10.109	0.098	21.038	45	0.330	3309
74	0	12.935	0.117	18.718	45	0.430	3309
75	0	10.292	0.044	22.167	45	0.367	3309
76	0	16.158	0.051	18.820	45	0.565	3309
77	0	10.911	0.060	20.543	45	0.203	3309
78	0	10.539	0.058	20.541	45	0.359	3309
79	0	8.824	0.055	22.408	45	0.553	3309
80	0	7.115	0.058	23.268	45	0.268	3309
81	0	9.996	0.035	19.493	45	0.260	3309
82	0	8.123	0.061	19.964	45	0.292	3309
83	0	13.061	0.064	20.465	45	0.415	3309
84	0	10.011	0.052	20.294	45	1.677	3309
85	0	7.804	0.043	22.563	45	0.578	3309
86	0	9.791	0.028	20.254	45	0.364	3309
87	0	5.728	0.036	19.131	45	0.458	3309
88	0	6.181	0.048	20.638	45	0.261	3309
89	0	5.294	0.038	16.226	45	0.240	3309
90	0	5.596	0.038	17.300	45	0.226	3309
91	0	6.099	0.046	17.679	45	0.365	3309
92	0	6.081	0.035	18.303	45	0.258	3309
93	0	9.336	0.089	15.941	45	0.358	3309
94	0	5.887	0.025	15.644	45	0.764	3309
95	0	7.638	0.047	16.594	45	0.308	3309
96	0	8.598	0.059	16.382	45	0.262	3309
97	0	8.717	0.052	16.949	45	0.762	3309
98	0	5.306	0.039	23.672	45	0.343	3309
99	0	8.277	0.185	19.664	45	0.338	3309
0	1	5.608	0.042	22.346	43	0.298	3309
1	1	12.085	0.139	21.719	43	0.188	3309
2	1	8.545	0.084	20.943	43	0.391	3309
3	1	10.713	0.042	23.145	43	0.293	3309
4	1	10.944	0.039	21.226	43	0.333	3309
5	1	8.330	0.098	20.696	43	0.518	3309
6	1	9.549	0.078	20.617	43	0.468	3309
7	1	14.747	0.043	28.038	43	0.292	3309
8	1	8.793	0.046	20.502	43	0.370	3309
9	1	9.192	0.041	19.965	43	0.391	3309
10	1	7.349	0.044	18.425	45	0.268	3309
11	1	6.518	0.032	17.466	45	0.240	3309
12	1	6.803	0.039	17.320	45	0.363	3309
13	1	7.123	0.037	16.899	45	0.268	3309
14	1	10.451	0.032	18.113	45	0.292	3309
15	1	8.993	0.052	19.917	45	0.176	3309
16	1	6.893	0.041	17.225	45	0.337	3309
17	1	9.304	0.028	19.086	45	0.169	3309
18	1	6.904	0.036	17.560	45	0.268	3309
19	1	9.486	0.113	20.706	45	0.443	3309
20	1	7.753	0.046	18.665	45	0.250	3309
21	1	6.797	0.068	17.690	45	0.562	3309
22	1	7.428	0.036	18.405	45	0.631	3309
23	1	10.078	0.189	22.029	45	0.333	3309
24	1	8.520	0.038	26.389	45	0.256	3309
25	1	9.913	0.047	19.674	45	0.331	3309
26	1	6.694	0.064	19.805	45	0.705	3309
27	1	10.230	0.044	22.676	45	0.360	3309
28	1	10.542	0.065	19.366	45	0.346	3309
29	1	8.181	0.028	20.670	45	0.186	3309
30	1	7.054	0.059	21.911	45	0.437	3309
31	1	13.294	0.037	19.787	45	0.702	3309
32	1	7.600	0.046	23.050	45	0.579	3309
33	1	14.134	0.057	23.388	45	0.377	3309
34	1	8.838	0.057	25.653	45	0.243	3309
35	1	10.405	0.052	19.308	45	0.363	3309
36	1	6.185	0.040	17.324	45	0.609	3309
37	1	5.799	0.117	16.096	45	0.309	3309
38	1	8.309	0.041	17.494	45	0.495	3309
39	1	5.856	0.036	15.633	45	0.335	3309
40	1	5.508	0.044	17.165	45	0.185	3309
41	1	8.334	0.050	16.707	45	0.356	3309
42	1	5.425	0.039	17.399	45	0.544	3309
43	1	5.514	0.038	18.107	45	0.177	3309
44	1	9.223	0.093	18.254	45	0.224	3309
45	1	5.911	0.041	15.922	45	0.274	3309
46	1	5.629	0.039	15.976	45	0.161	3309
47	1	11.844	0.066	17.785	45	0.646	3309
48	1	9.558	0.063	20.776	45	0.309	3309
49	1	9.325	0.059	21.942	45	0.369	3309
50	1	9.594	0.110	19.236	45	0.317	3309
51	1	14.969	0.056	22.885	45	0.478	3309
52	1	10.607	0.050	23.273	45	0.249	3309
53	1	9.125	0.105	21.876	45	0.374	3309
54	1	12.318	0.045	21.615	45	0.305	3309
55	1	9.909	0.100	22.233	45	0.277	3309
56	1	10.720	0.071	19.957	45	0.513	3309
57	1	12.122	0.062	24.793	45	0.608	3309
58	1	19.466	0.082	22.644	45	0.305	3309
59	1	10.928	0.054	24.074	45	0.341	3309
60	1	17.457	0.062	19.042	45	0.346	3309
61	1	9.475	0.053	19.410	45	0.201	3309
62	1	9.277	0.093	21.975	45	0.239	3309
63	1	7.830	0.041	17.742	45	0.324	3309
64	1	6.389	0.055	21.709	45	0.397	3309
65	1	8.831	0.070	20.198	45	0.321	3309
66	1	7.224	0.035	16.157	45	0.327	3309
67	1	7.833	0.046	17.528	45	0.213	3309
68	1	6.081	0.044	15.538	45	0.239	3309
69	1	6.562	0.028	16.557	45	0.264	3309
70	1	7.091	0.040	16.345	45	0.431	3309
71	1	7.781	0.036	15.922	45	0.328	3309
72	1	8.410	0.037	16.142	45	0.368	3309
73	1	10.210	0.069	18.228	45	0.516	3309
74	1	8.572	0.081	16.403	45	0.629	3309
75	1	8.469	0.040	16.371	45	0.305	3309
76	1	11.673	0.057	19.274	45	0.758	3309
77	1	8.700	0.032	21.010	45	0.329	3309
78	1	10.077	0.059	19.270	45	0.184	3309
79	1	8.025	0.156	22.704	45	0.641	3309
80	1	10.031	0.062	26.989	45	0.219	3309
81	1	13.146	2.718	23.351	45	0.692	3309
82	1	11.252	0.086	26.047	45	0.751	3309
83	1	13.129	0.058	20.005	45	1.264	3309
84	1	7.346	0.049	22.205	45	1.259	3309
85	1	15.611	0.085	20.915	45	0.301	3309
86	1	7.662	0.034	22.555	45	0.321	3309
87	1	12.225	0.069	20.408	45	0.376	3309
88	1	9.424	0.061	23.061	45	0.262	3309
89	1	9.862	0.061	18.269	45	0.274	3309
90	1	6.451	0.038	19.842	45	0.409	3309
91	1	8.077	0.058	17.645	45	0.300	3309
92	1	6.801	0.084	20.491	45	0.267	3309
93	1	7.381	0.074	18.857	45	1.167	3309
94	1	8.791	0.054	19.588	45	0.419	3309
95	1	7.665	0.087	23.723	45	0.234	3309
96	1	8.221	0.036	23.613	45	0.333	3309
97	1	5.537	0.038	21.321	45	0.356	3309
98	1	7.378	0.165	25.571	45	0.533	3309
99	1	8.293	0.040	17.223	45	0.298	3309
0	2	6.239	0.039	17.757	43	0.241	3309
1	2	6.193	0.056	24.025	43	0.471	3309
2	2	12.020	0.045	20.289	43	0.339	3309
3	2	14.202	0.032	13.774	43	0.620	3309
4	2	6.164	0.026	14.380	43	0.268	3309
5	2	14.620	0.062	16.355	43	0.405	3309
6	2	8.727	0.065	16.677	43	0.210	3309
7	2	12.812	0.208	17.319	43	0.325	3309
8	2	9.547	0.079	19.376	43	0.316	3309
9	2	10.491	0.051	19.413	43	0.328	3309
10	2	10.047	0.049	16.394	45	0.159	3309
11	2	8.323	0.025	18.727	45	0.476	3309
12	2	9.582	0.040	15.700	45	0.226	3309
13	2	5.632	0.025	14.915	45	0.373	3309
14	2	8.029	0.026	14.391	45	0.265	3309
15	2	7.720	0.034	14.714	45	0.222	3309
16	2	6.266	0.101	13.370	45	0.245	3309
17	2	6.020	0.051	19.161	45	0.182	3309
18	2	6.229	0.071	17.116	45	0.661	3309
19	2	10.182	0.165	20.266	45	0.289	3309
20	2	10.534	0.106	21.327	45	0.538	3309
21	2	10.254	0.073	19.035	45	0.370	3309
22	2	12.096	0.088	20.643	45	0.255	3309
23	2	6.283	0.042	20.440	45	0.421	3309
24	2	7.427	0.041	21.136	45	0.247	3309
25	2	10.429	0.145	21.073	45	0.458	3309
26	2	12.102	0.063	15.799	45	0.444	3309
27	2	9.538	0.027	16.630	45	0.446	3309
28	2	9.116	0.047	18.060	45	0.453	3309
29	2	11.355	0.039	21.481	45	0.227	3309
30	2	8.507	0.043	16.635	45	0.217	3309
31	2	7.415	0.035	20.049	45	0.329	3309
32	2	14.448	0.063	18.774	45	0.274	3309
33	2	12.171	0.045	14.440	45	0.343	3309
34	2	8.407	0.036	16.674	45	0.452	3309
35	2	10.580	0.040	17.168	45	0.413	3309
36	2	9.665	0.081	19.206	45	0.266	3309
37	2	9.971	0.055	16.926	45	0.628	3309
38	2	8.916	0.061	16.324	45	0.272	3309
39	2	11.123	0.065	17.536	45	0.644	3309
40	2	17.424	0.050	18.138	45	0.244	3309
41	2	10.038	0.049	18.421	45	0.334	3309
42	2	9.697	0.061	17.338	45	0.377	3309
43	2	8.677	0.046	18.954	45	0.446	3309
44	2	11.037	0.412	18.755	45	0.476	3309
45	2	12.809	0.052	17.075	45	0.416	3309
46	2	12.759	0.082	17.209	45	0.264	3309
47	2	16.776	0.077	17.321	45	0.159	3309
48	2	5.321	0.044	23.126	45	0.399	3309
49	2	11.150	0.062	18.337	45	0.579	3309
50	2	10.830	0.075	16.907	45	0.202	3309
51	2	8.511	0.044	16.448	45	0.422	3309
52	2	8.439	0.089	13.017	45	0.206	3309
53	2	7.509	0.041	16.344	45	0.501	3309
54	2	6.893	0.032	14.638	45	0.265	3309
55	2	9.195	0.052	14.092	45	0.273	3309
56	2	6.436	0.065	16.360	45	0.425	3309
57	2	6.420	0.038	14.814	45	0.153	3309
58	2	7.125	0.038	14.097	45	0.232	3309
59	2	5.721	0.086	14.833	45	0.390	3309
60	2	5.863	0.038	15.110	45	0.214	3309
61	2	9.347	0.059	15.103	45	0.209	3309
62	2	9.997	0.041	17.388	45	0.403	3309
63	2	7.812	0.072	18.294	45	0.419	3309
64	2	9.511	0.027	16.437	45	0.311	3309
65	2	14.355	0.078	17.036	45	0.511	3309
66	2	11.676	0.056	17.192	45	0.521	3309
67	2	9.688	0.110	19.066	45	0.368	3309
68	2	11.169	0.060	18.349	45	0.437	3309
69	2	15.739	0.052	21.437	45	0.222	3309
70	2	9.276	0.058	21.124	45	0.561	3309
71	2	7.711	0.037	21.667	45	0.324	3309
72	2	11.766	0.066	18.549	45	0.416	3309
73	2	13.276	0.059	18.721	45	0.360	3309
74	2	10.626	0.045	17.350	45	0.525	3309
75	2	10.193	0.028	18.280	45	0.194	3309
76	2	9.690	0.044	18.270	45	0.222	3309
77	2	8.983	0.027	24.590	45	0.547	3309
78	2	9.238	0.065	26.492	45	0.453	3309
79	2	8.649	0.058	24.333	45	0.166	3309
80	2	6.649	0.071	17.948	45	0.288	3309
81	2	5.554	0.025	17.011	45	0.245	3309
82	2	7.079	0.091	16.800	45	0.384	3309
83	2	6.697	0.035	18.746	45	0.596	3309
84	2	9.890	0.048	19.378	45	0.230	3309
85	2	5.438	0.037	16.066	45	0.439	3309
86	2	5.535	0.026	15.980	45	0.311	3309
87	2	9.950	0.106	17.277	45	0.194	3309
88	2	9.310	0.070	15.307	45	0.447	3309
89	2	9.409	0.045	14.115	45	0.354	3309
90	2	8.179	0.041	16.895	45	0.614	3309
91	2	6.483	0.087	15.520	45	0.386	3309
92	2	5.487	0.037	22.069	45	0.356	3309
93	2	9.102	0.049	19.000	45	0.368	3309
94	2	12.762	0.027	16.116	45	0.654	3309
95	2	7.568	0.120	20.145	45	0.316	3309
96	2	11.865	0.048	16.656	45	0.284	3309
97	2	10.612	0.046	16.573	45	0.367	3309
98	2	9.699	0.060	18.770	45	0.283	3309
99	2	11.062	0.060	18.793	45	0.333	3309
0	3	7.076	0.175	23.520	43	0.475	3309
1	3	9.956	0.072	20.477	43	0.447	3309
2	3	10.558	0.046	22.127	43	0.270	3309
3	3	11.967	0.033	21.625	43	0.426	3309
4	3	10.165	0.034	19.632	43	0.350	3309
5	3	7.159	0.047	22.462	43	0.453	3309
6	3	11.407	0.066	24.247	43	0.321	3309
7	3	11.150	0.082	19.455	43	0.322	3309
8	3	10.789	0.064	21.607	43	0.510	3309
9	3	7.714	0.041	20.246	43	0.312	3309
10	3	8.560	0.057	22.994	45	0.417	3309
11	3	5.119	0.025	16.563	45	0.439	3309
12	3	6.939	0.041	17.709	45	0.180	3309
13	3	6.813	0.087	21.806	45	0.367	3309
14	3	10.660	0.180	19.375	45	0.377	3309
15	3	13.408	0.087	19.472	45	0.182	3309
16	3	7.818	0.046	19.066	45	0.339	3309
17	3	13.165	0.041	20.172	45	0.597	3309
18	3	10.006	0.063	19.897	45	0.224	3309
19	3	10.605	0.060	25.909	45	0.314	3309
20	3	10.392	0.060	16.679	45	0.239	3309
21	3	8.298	0.038	16.510	45	0.486	3309
22	3	7.483	0.044	16.518	45	0.423	3309
23	3	5.522	0.075	18.892	45	0.323	3309
24	3	5.514	0.077	27.450	45	0.274	3309
25	3	8.034	0.045	18.171	45	0.462	3309
26	3	9.658	0.040	14.767	45	0.365	3309
27	3	6.803	0.031	15.345	45	0.321	3309
28	3	5.610	0.024	15.190	45	0.327	3309
29	3	7.977	0.033	12.494	45	0.475	3309
30	3	5.565	0.037	13.945	45	0.215	3309
31	3	9.163	0.042	15.929	45	0.729	3309
32	3	8.951	0.040	14.052	45	0.246	3309
33	3	8.258	0.068	22.682	45	0.259	3309
34	3	11.823	0.101	17.893	45	0.274	3309
35	3	11.616	0.041	19.037	45	0.480	3309
36	3	8.244	0.054	16.314	45	0.237	3309
37	3	7.264	0.087	17.299	45	0.237	3309
38	3	11.446	0.079	21.663	45	0.260	3309
39	3	12.328	0.078	30.051	45	0.410	3309
40	3	13.976	0.117	16.848	45	0.290	3309
41	3	9.690	0.081	15.113	45	0.256	3309
42	3	6.203	0.041	15.103	45	0.226	3309
43	3	8.645	0.069	15.611	45	0.175	3309
44	3	9.145	0.186	14.305	45	0.511	3309
45	3	5.534	0.038	15.763	45	0.175	3309
46	3	8.152	0.050	15.287	45	0.299	3309
47	3	7.973	0.215	14.068	45	0.581	3309
48	3	5.841	0.037	16.075	45	0.765	3309
49	3	6.844	0.044	15.615	45	0.156	3309
50	3	6.776	0.037	16.255	45	0.171	3309
51	3	7.991	0.042	15.180	45	0.234	3309
52	3	5.194	0.120	20.382	45	0.551	3309
53	3	10.911	0.167	17.671	45	0.265	3309
54	3	13.911	0.053	16.998	45	0.452	3309
55	3	20.035	0.077	19.679	45	0.415	3309
56	3	11.792	0.059	23.318	45	0.257	3309
57	3	8.303	0.092	18.814	45	0.262	3309
58	3	7.932	0.048	17.359	45	0.581	3309
59	3	8.675	0.045	18.292	45	0.786	3309
60	3	14.919	0.069	16.711	45	0.370	3309
61	3	10.355	0.059	19.247	45	0.304	3309
62	3	10.767	0.063	16.630	45	0.437	3309
63	3	10.719	0.056	17.552	45	0.293	3309
64	3	10.260	0.043	18.780	45	0.653	3309
65	3	9.818	0.087	22.017	45	0.393	3309
66	3	11.194	0.067	22.164	45	0.359	3309
67	3	8.067	0.047	23.057	45	0.430	3309
68	3	8.292	0.042	21.665	45	0.328	3309
69	3	8.656	0.030	15.957	45	0.401	3309
70	3	8.023	0.052	17.086	45	0.250	3309
71	3	6.029	0.031	21.685	45	0.331	3309
72	3	6.279	0.046	24.771	45	0.714	3309
73	3	11.785	0.040	19.168	45	0.556	3309
74	3	9.427	0.056	22.171	45	0.361	3309
75	3	6.138	0.025	20.431	45	0.459	3309
76	3	5.559	0.075	18.130	45	0.556	3309
77	3	6.644	0.027	19.384	45	0.247	3309
78	3	8.696	0.047	19.536	45	0.411	3309
79	3	12.962	0.425	19.474	45	0.687	3309
80	3	11.462	0.047	17.618	45	0.354	3309
81	3	7.418	0.042	17.681	45	0.779	3309
82	3	11.207	0.069	23.281	45	0.514	3309
83	3	10.261	0.066	21.471	45	0.235	3309
84	3	8.284	0.047	27.259	45	0.453	3309
85	3	10.258	0.055	21.069	45	0.292	3309
86	3	7.493	0.045	21.202	45	0.410	3309
87	3	9.101	0.079	20.804	45	0.228	3309
88	3	9.705	0.063	22.459	45	0.572	3309
89	3	10.303	1.612	25.226	45	0.469	3309
90	3	9.978	0.071	24.257	45	0.440	3309
91	3	10.903	0.063	26.229	45	0.362	3309
92	3	11.403	0.052	20.186	45	0.710	3309
93	3	6.942	0.037	17.796	45	0.220	3309
94	3	5.956	0.037	21.870	45	1.097	3309
95	3	5.922	0.043	18.179	45	0.272	3309
96	3	11.724	0.062	22.072	45	0.219	3309
97	3	8.762	0.044	21.746	45	0.170	3309
98	3	6.899	0.072	18.750	45	0.322	3309
99	3	7.176	0.075	21.521	45	0.314	3309
0	4	7.435	0.051	15.025	43	0.288	3309
1	4	6.136	0.036	16.013	43	0.220	3309
2	4	8.522	0.049	17.549	43	0.399	3309
3	4	5.926	0.024	15.543	43	0.224	3309
4	4	6.418	0.028	17.177	43	0.577	3309
5	4	8.466	0.070	16.517	43	0.240	3309
6	4	9.120	0.050	16.266	43	0.260	3309
7	4	7.702	0.114	16.333	43	0.345	3309
8	4	7.230	0.085	19.223	43	0.332	3309
9	4	6.993	0.040	18.899	43	0.190	3309
10	4	5.745	0.036	17.040	45	0.497	3309
11	4	6.807	0.033	18.241	45	0.534	3309
12	4	8.400	0.053	23.142	45	0.354	3309
13	4	12.903	0.053	24.379	45	0.332	3309
14	4	13.309	0.031	19.909	45	0.315	3309
15	4	9.337	0.044	19.701	45	0.297	3309
16	4	9.354	0.053	17.808	45	0.569	3309
17	4	8.608	0.026	18.659	45	0.460	3309
18	4	8.689	0.076	18.414	45	0.326	3309
19	4	6.601	0.039	23.801	45	0.296	3309
20	4	9.336	0.048	16.349	45	0.473	3309
21	4	9.200	0.041	16.692	45	0.269	3309
22	4	8.850	0.080	15.667	45	0.273	3309
23	4	5.630	0.037	19.369	45	0.293	3309
24	4	17.431	0.101	16.987	45	0.307	3309
25	4	10.759	0.053	15.825	45	0.235	3309
26	4	8.845	0.061	20.833	45	0.538	3309
27	4	9.845	0.028	20.572	45	0.696	3309
28	4	9.623	0.040	27.086	45	0.358	3309
29	4	9.185	0.037	20.785	45	0.365	3309
30	4	13.403	0.054	19.564	45	0.358	3309
31	4	9.766	0.032	28.117	45	0.322	3309
32	4	9.886	0.065	20.487	45	0.263	3309
33	4	9.964	0.055	21.627	45	0.321	3309
34	4	8.700	0.070	22.061	45	0.554	3309
35	4	10.943	0.030	18.986	45	0.795	3309
36	4	10.757	0.065	19.143	45	0.237	3309
37	4	8.947	0.093	23.881	45	0.321	3309
38	4	8.928	0.066	20.465	45	0.715	3309
39	4	11.171	0.065	21.273	45	0.444	3309
40	4	6.494	0.075	19.488	45	0.557	3309
41	4	19.438	0.075	26.397	45	0.848	3309
42	4	6.686	0.051	20.491	45	0.458	3309
43	4	9.131	0.043	17.430	45	0.251	3309
44	4	5.386	0.035	17.619	45	0.451	3309
45	4	9.336	0.055	18.604	45	0.383	3309
46	4	8.104	0.044	16.199	45	0.236	3309
47	4	5.613	0.035	18.203	45	0.219	3309
48	4	7.322	0.044	16.161	45	0.301	3309
49	4	5.783	0.041	16.258	45	0.284	3309
50	4	5.593	0.039	16.623	45	0.210	3309
51	4	7.147	0.035	16.188	45	0.266	3309
52	4	8.680	0.045	17.790	45	0.245	3309
53	4	11.496	0.043	17.363	45	0.256	3309
54	4	9.132	0.044	20.240	45	0.315	3309
55	4	8.953	0.066	19.055	45	0.349	3309
56	4	11.141	0.049	21.731	45	0.238	3309
57	4	9.783	0.058	21.589	45	0.271	3309
58	4	12.645	0.098	19.175	45	0.184	3309
59	4	14.672	0.066	25.871	45	0.475	3309
60	4	10.042	0.063	21.173	45	0.515	3309
61	4	7.402	0.062	21.155	45	0.291	3309
62	4	11.948	0.074	20.501	45	0.247	3309
63	4	9.312	0.044	20.498	45	0.267	3309
64	4	11.391	0.043	22.153	45	0.840	3309
65	4	22.301	0.059	21.415	45	0.269	3309
66	4	10.760	0.060	23.466	45	0.450	3309
67	4	9.339	0.054	25.124	45	0.410	3309
68	4	18.067	0.068	17.513	45	0.307	3309
69	4	6.422	0.051	19.924	45	0.250	3309
70	4	12.567	0.055	18.608	45	0.502	3309
71	4	7.100	0.033	19.461	45	0.339	3309
72	4	6.517	0.057	22.278	45	0.328	3309
73	4	7.676	0.037	16.542	45	0.172	3309
74	4	10.472	0.051	17.420	45	0.475	3309
75	4	7.278	0.027	17.702	45	0.162	3309
76	4	5.778	0.044	15.879	45	0.254	3309
77	4	6.228	0.048	18.321	45	0.316	3309
78	4	5.889	0.035	15.661	45	0.242	3309
79	4	6.474	0.038	16.175	45	0.203	3309
80	4	11.008	0.057	21.102	45	0.273	3309
81	4	10.674	0.042	22.737	45	0.344	3309
82	4	6.693	0.055	29.985	45	0.247	3309
83	4	9.359	0.045	18.986	45	0.346	3309
84	4	9.612	0.059	20.175	45	1.102	3309
85	4	8.528	0.060	24.051	45	0.958	3309
86	4	8.900	0.042	22.173	45	0.391	3309
87	4	8.393	0.043	22.180	45	0.405	3309
88	4	11.691	0.047	19.634	45	0.347	3309
89	4	11.376	0.077	23.230	45	0.457	3309
90	4	10.149	0.058	20.638	45	0.324	3309
91	4	11.349	0.129	22.256	45	0.416	3309
92	4	10.816	0.051	19.680	45	0.251	3309
93	4	11.983	0.054	20.261	45	0.220	3309
94	4	6.776	0.028	20.520	45	0.269	3309
95	4	8.614	0.062	16.783	45	0.165	3309
96	4	6.683	0.040	16.527	45	0.216	3309
97	4	5.517	0.040	17.111	45	0.322	3309
98	4	6.373	0.047	16.417	45	0.463	3309
99	4	5.279	0.037	16.502	45	0.327	3309
